0.0000000000,0.000000
0.0000000006,0.000000
0.0000000014,0.000000
0.0000000028,0.000000
0.0000000043,0.000000
0.0000000195,0.000000
0.0000000089,0.000000
0.0000000120,0.000000
0.0000000151,0.000000
0.0000000185,0.000000
0.0000000223,0.000000
0.0000000271,0.000000
0.0000000324,0.000000
0.0000000373,0.000000
0.0000000426,0.000000
0.0000000482,0.000000
0.0000000552,0.005172
0.0000000615,0.015517
0.0000000682,0.029310
0.0000000789,0.043103
0.0000000891,0.082759
0.0000000984,0.148276
0.0000001082,0.227586
0.0000001169,0.291379
0.0000001276,0.372414
0.0000001370,0.491379
0.0000001485,0.596552
0.0000001587,0.689655
0.0000001711,0.758621
0.0000001820,0.824138
0.0000001953,0.891379
0.0000002090,0.982759
0.0000002210,1.065517
0.0000002314,1.082759
0.0000002486,1.113793
0.0000002642,1.075862
0.0000002803,1.067241
0.0000002945,1.032759
0.0000003214,0.960345
0.0000003443,0.915517
0.0000003600,0.865517
0.0000003788,0.837931
0.0000003953,0.784483
0.0000004149,0.736207
0.0000004350,0.727586
0.0000004526,0.687931
0.0000004706,0.650000
0.0000004951,0.639655
0.0000005170,0.620690
0.0000005361,0.594828
0.0000005590,0.563793
0.0000005756,0.524138
0.0000006026,0.525862
0.0000006232,0.513793
0.0000006478,0.472414
0.0000006693,0.446552
0.0000006983,0.453448
0.0000007206,0.431034
0.0000007432,0.398276
0.0000007661,0.381034
0.0000008011,0.375862
0.0000008210,0.348276
0.0000008411,0.332759
0.0000008736,0.325862
0.0000008984,0.310345
0.0000009279,0.294828
0.0000009535,0.277586
0.0000009838,0.267241
0.0000010058,0.241379
0.0000010458,0.244828
0.0000010684,0.227586
0.0000011005,0.210345
0.0000011283,0.198276
0.0000011659,0.210345
0.0000011898,0.182759
0.0000012333,0.182759
0.0000012529,0.172414
0.0000012876,0.162069
0.0000013177,0.153448
0.0000013482,0.148276
0.0000013738,0.141379
0.0000014101,0.137931
0.0000014627,0.129310
0.0000015164,0.120690
0.0000015709,0.113793
0.0000016265,0.106897
0.0000016773,0.101724
0.0000017059,0.098276
0.0000017405,0.093103
0.0000017813,0.089655
0.0000018226,0.084483
0.0000018703,0.079310
0.0000019248,0.074138
0.0000019800,0.072414
0.0000020360,0.068966
0.0000020928,0.063793
0.0000021439,0.060345
0.0000022087,0.056897
0.0000022679,0.053448
0.0000023345,0.051724
0.0000024021,0.050000
0.0000024706,0.048276
0.0000026035,0.043103
0.0000026605,0.041379
0.0000027027,0.044828
0.0000027254,0.037931
0.0000028278,0.036207
0.0000028947,0.034483
0.0000029512,0.036207
0.0000029698,0.034483
0.0000030307,0.032759
0.0000030999,0.029310
0.0000031699,0.027586
0.0000032485,0.025862
0.0000033362,0.024138
0.0000034250,0.022414
0.0000035315,0.020690
0.0000036396,0.018966
0.0000037493,0.017241
0.0000038693,0.017241
0.0000039824,0.017241
0.0000040705,0.017241
0.0000041864,0.017241
0.0000043223,0.017241
0.0000044510,0.018966
0.0000045629,0.015517
0.0000046857,0.012069
